owner,nftId,merkleAmt
0x0bda0f33311e65379461d0a555bbd7669c0eaa22,399,0
0xa24b12943dd600052ba36a2543f3598c5b6baf3b,400,58.05
0x0b997e226b63fded87673bc8b43ba24477b8147a,401,15
0x79785b784d43e2fcc6a675728b5052b8e4c4c7f0,402,1.05762
0xdb0132c875ea7a00c4a6283da592ae6500205396,403,576.77645
0xad5fca9974c2e8f2ff56718a65bb6f93f3d6f6c9,404,17.6675927
0xacb17fc73cf202ebe532e107cec195d50dee61dd,405,78884.7318
0xcdc0b6ea0875e8d7519edf7942625111685d6e9b,406,168.08538
0x0b997e226b63fded87673bc8b43ba24477b8147a,407,7.37
0xc24badf40e4687ea6a318fa86e4dea8d7c307626,408,2182.244318
0x708df04e03ac02c440937be6e631fa8b46cb89bc,409,0
0x1bfb00d16514560bb95d4312fdd39553395077af,410,23814.98
0x0bda0f33311e65379461d0a555bbd7669c0eaa22,411,0
0x6fbfdba3bcbf9fa6ee165c72714ed814a0950a70,412,9000
0x1ee840962f7e8414092a25a216ec94d06e4600d5,413,125.2707243
0xed49897346840472cc0fe51a1d7e2aeebc30284b,414,0
0xf6f2aa1b475630f5591f59d3c9b66d36d864146e,415,0.09408
0x49a3aab8ebe80725646937b9e9f6f8b4e9867bfe,416,2435.366662
0x0b997e226b63fded87673bc8b43ba24477b8147a,417,2.5
0x0b997e226b63fded87673bc8b43ba24477b8147a,418,2.5
0x0bda0f33311e65379461d0a555bbd7669c0eaa22,419,0
0xf10fb2fd902cbeb9bccef76cc9f4756eff76c92c,420,0
0x18e8b8fb3c843121b24e4fe7672fbc46c3c50631,421,326.752
0x9ad92f7f5ef6f4bff83c2e10298a927f0ad7952a,422,9390.117188
0x7c9457a775015eee6e098cb1a4ba6cf9b0fdf3c0,423,0
0x4fb0a29c1efd289c837a1a00f02457f08bceb26c,424,1968.47943
0xa24b12943dd600052ba36a2543f3598c5b6baf3b,425,50.0009993
0xa24b12943dd600052ba36a2543f3598c5b6baf3b,426,50.1981475
0x7e9d2fa27745a7a61b5b433d6e413496b2da9ee2,427,0.5582729
0x5816bd4eba5e1674b830faf9e3857bdadea75646,428,0
0xa909be1ac709bc08bd8cd69604cee197360b3e33,429,0
0x60c92e245e2bb56b12d9ccf52398e4b79ff71dab,430,11.22253
0x4fb0a29c1efd289c837a1a00f02457f08bceb26c,431,0
0x7c9eb06dfbb320d9eb6cff26c83b0573c5e38c52,432,0
0x7c9eb06dfbb320d9eb6cff26c83b0573c5e38c52,433,0
0x7c9eb06dfbb320d9eb6cff26c83b0573c5e38c52,434,0
0x7c9eb06dfbb320d9eb6cff26c83b0573c5e38c52,435,0
0xa8470d7e5052f64f87db7e5d40ca660cfe339531,436,0
0xacb17fc73cf202ebe532e107cec195d50dee61dd,437,72923.47642
0x60495321279827a6954447da313f82970f51c7ee,438,36906.43294
0x004ab0f6171ff2d5cb44b6d50cf8eb2edc56105d,439,6703
0x6fbfdba3bcbf9fa6ee165c72714ed814a0950a70,440,25000
0x83b285e802d76055169b1c5e3bf21702b85b89cb,441,300000
0x83b285e802d76055169b1c5e3bf21702b85b89cb,442,219956.0053
0x6ba58cd30014a861b11ed429200bd1dd8277dcf7,443,0
0x7e9d2fa27745a7a61b5b433d6e413496b2da9ee2,444,1.2340171
0x72495d2dd7f0b1efd05ee76a1c582801386a9320,445,987743.8484
0xe29ce1ee78e2c4fbb1045a4d409f6077b21e0cdc,446,99.05331
0x6fa5cf633f5659bcf10da3b6cc689c1d283116a5,447,12606.76527
